

mysql> select * from language order by name;
+-------------+----------+---------------------+
| language_id | name     | last_update         |
+-------------+----------+---------------------+
|           1 | English  | 2006-02-15 05:02:19 |
|           5 | French   | 2006-02-15 05:02:19 |
|           6 | German   | 2006-02-15 05:02:19 |
|           2 | Italian  | 2006-02-15 05:02:19 |
|           3 | Japanese | 2006-02-15 05:02:19 |
|           4 | Mandarin | 2006-02-15 05:02:19 |
+-------------+----------+---------------------+
6 rows in set (0.00 sec)

mysql> select * FROM actor WHERE last_name = 'Temple';
+----------+------------+-----------+---------------------+
| actor_id | first_name | last_name | last_update         |
+----------+------------+-----------+---------------------+
|       53 | MENA       | TEMPLE    | 2006-02-15 04:34:33 |
|      149 | RUSSELL    | TEMPLE    | 2006-02-15 04:34:33 |
|      193 | BURT       | TEMPLE    | 2006-02-15 04:34:33 |
|      200 | THORA      | TEMPLE    | 2006-02-15 04:34:33 |
+----------+------------+-----------+---------------------+
4 rows in set (0.01 sec)

mysql> select last_name,first_name FROM actor JOIN film_actor ON actor.actor_id=film_actor.actor_id JOIN film ON film_actor.film_id=film.film_id WHERE title='Ghost Groundhog';
+-----------+------------+
| last_name | first_name |
+-----------+------------+
| HARRIS    | DAN        |
| TORN      | KENNETH    |
| GARLAND   | KEVIN      |
| TEMPLE    | RUSSELL    |
| BALL      | RENEE      |
+-----------+------------+
5 rows in set (0.00 sec)

mysql> select COUNT(name) FROM category JOIN film_category ON category.category_id=film_category.category_id JOIN film ON film_category.film_id=film.film_id;
+-------------+
| COUNT(name) |
+-------------+
|        1000 |
+-------------+
1 row in set (0.01 sec)

mysql> select * FROM film JOIN film_category ON film.film_id=film_category.film_id JOIN category ON film_category.category_id=category.category_id WHERE name = 'Horror';
+---------+-----------------------------+--------------------------------------------------------------------------------------------------------------------------------+--------------+-------------+----------------------+-----------------+-------------+--------+------------------+--------+--------------------------------------------------------+---------------------+---------+-------------+---------------------+-------------+--------+---------------------+
| film_id | title                       | description                                                                                                                    | release_year | language_id | original_language_id | rental_duration | rental_rate | length | replacement_cost | rating | special_features                                       | last_update         | film_id | category_id | last_update         | category_id | name   | last_update         |
|      92 | BOWFINGER GABLES            | A Fast-Paced Yarn of a Waitress And a Composer who must Outgun a Dentist in California                                         |         2006 |           1 |                 NULL |               7 |        4.99 |     72 |            19.99 | NC-17  | Trailers,Deleted Scenes                                | 2006-02-15 05:03:42 |      92 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     122 | CARRIE BUNCH                | A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies                             |         2006 |           1 |                 NULL |               7 |        0.99 |    114 |            11.99 | PG     | Trailers,Commentaries,Behind the Scenes                | 2006-02-15 05:03:42 |     122 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     171 | COMMANDMENTS EXPRESS        | A Fanciful Saga of a Student And a Mad Scientist who must Battle a Hunter in An Abandoned Mine Shaft                           |         2006 |           1 |                 NULL |               6 |        4.99 |     59 |            13.99 | R      | Trailers,Commentaries,Deleted Scenes                   | 2006-02-15 05:03:42 |     171 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     222 | DESERT POSEIDON             | A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans                                    |         2006 |           1 |                 NULL |               4 |        4.99 |     64 |            27.99 | R      | Trailers,Behind the Scenes                             | 2006-02-15 05:03:42 |     222 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     258 | DRUMS DYNAMITE              | A Epic Display of a Crocodile And a Crocodile who must Confront a Dog in An Abandoned Amusement Park                           |         2006 |           1 |                 NULL |               6 |        0.99 |     96 |            11.99 | PG     | Trailers                                               | 2006-02-15 05:03:42 |     258 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     275 | EGYPT TENENBAUMS            | A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park                    |         2006 |           1 |                 NULL |               3 |        0.99 |     85 |            11.99 | PG     | Commentaries,Deleted Scenes,Behind the Scenes          | 2006-02-15 05:03:42 |     275 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     277 | ELEPHANT TROJAN             | A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon                       |         2006 |           1 |                 NULL |               4 |        4.99 |    126 |            24.99 | PG-13  | Behind the Scenes                                      | 2006-02-15 05:03:42 |     277 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     301 | FAMILY SWEET                | A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin                                                    |         2006 |           1 |                 NULL |               4 |        0.99 |    155 |            24.99 | R      | Trailers                                               | 2006-02-15 05:03:42 |     301 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     313 | FIDELITY DEVIL              | A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat                            |         2006 |           1 |                 NULL |               5 |        4.99 |    118 |            11.99 | G      | Trailers,Deleted Scenes,Behind the Scenes              | 2006-02-15 05:03:42 |     313 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     334 | FREDDY STORM                | A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback                                           |         2006 |           1 |                 NULL |               6 |        4.99 |     65 |            21.99 | NC-17  | Trailers,Commentaries,Behind the Scenes                | 2006-02-15 05:03:42 |     334 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     351 | GASLIGHT CRUSADE            | A Amazing Epistle of a Boy And a Astronaut who must Redeem a Man in The Gulf of Mexico                                         |         2006 |           1 |                 NULL |               4 |        2.99 |    106 |            10.99 | PG     | Trailers,Deleted Scenes                                | 2006-02-15 05:03:42 |     351 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     415 | HIGH ENCINO                 | A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia                                        |         2006 |           1 |                 NULL |               3 |        2.99 |     84 |            23.99 | R      | Trailers,Commentaries,Behind the Scenes                | 2006-02-15 05:03:42 |     415 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     475 | JAPANESE RUN                | A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback                                           |         2006 |           1 |                 NULL |               6 |        0.99 |    135 |            29.99 | G      | Deleted Scenes                                         | 2006-02-15 05:03:42 |     475 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     494 | KARATE MOON                 | A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention                                     |         2006 |           1 |                 NULL |               4 |        0.99 |    120 |            21.99 | PG-13  | Behind the Scenes                                      | 2006-02-15 05:03:42 |     494 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     495 | KENTUCKIAN GIANT            | A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat                                                |         2006 |           1 |                 NULL |               5 |        2.99 |    169 |            10.99 | PG     | Trailers,Commentaries,Deleted Scenes,Behind the Scenes | 2006-02-15 05:03:42 |     495 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     506 | LADY STAGE                  | A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat                                        |         2006 |           1 |                 NULL |               4 |        4.99 |     67 |            14.99 | PG     | Trailers,Deleted Scenes,Behind the Scenes              | 2006-02-15 05:03:42 |     506 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     527 | LOLA AGENT                  | A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan                   |         2006 |           1 |                 NULL |               4 |        4.99 |     85 |            24.99 | PG     | Trailers,Commentaries                                  | 2006-02-15 05:03:42 |     527 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     535 | LOVE SUICIDES               | A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House                            |         2006 |           1 |                 NULL |               6 |        0.99 |    181 |            21.99 | R      | Trailers,Behind the Scenes                             | 2006-02-15 05:03:42 |     535 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     593 | MONTEREY LABYRINTH          | A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat                                        |         2006 |           1 |                 NULL |               6 |        0.99 |    158 |            13.99 | G      | Trailers,Commentaries                                  | 2006-02-15 05:03:42 |     593 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     600 | MOTIONS DETAILS             | A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House                                |         2006 |           1 |                 NULL |               5 |        0.99 |    166 |            16.99 | PG     | Trailers,Commentaries,Behind the Scenes                | 2006-02-15 05:03:42 |     600 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     653 | PANIC CLUB                  | A Fanciful Display of a Teacher And a Crocodile who must Succumb a Girl in A Baloon                                            |         2006 |           1 |                 NULL |               3 |        4.99 |    102 |            15.99 | G      | Commentaries,Deleted Scenes                            | 2006-02-15 05:03:42 |     653 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     658 | PARIS WEEKEND               | A Intrepid Story of a Squirrel And a Crocodile who must Defeat a Monkey in The Outback                                         |         2006 |           1 |                 NULL |               7 |        2.99 |    121 |            19.99 | PG-13  | Trailers,Commentaries,Deleted Scenes,Behind the Scenes | 2006-02-15 05:03:42 |     658 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     665 | PATTON INTERVIEW            | A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin                                      |         2006 |           1 |                 NULL |               4 |        2.99 |    175 |            22.99 | PG     | Commentaries                                           | 2006-02-15 05:03:42 |     665 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     702 | PULP BEVERLY                | A Unbelieveable Display of a Dog And a Crocodile who must Outrace a Man in Nigeria                                             |         2006 |           1 |                 NULL |               4 |        2.99 |     89 |            12.99 | G      | Trailers,Behind the Scenes                             | 2006-02-15 05:03:42 |     702 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     716 | REAP UNFAITHFUL             | A Thrilling Epistle of a Composer And a Sumo Wrestler who must Challenge a Mad Cow in A MySQL Convention                       |         2006 |           1 |                 NULL |               6 |        2.99 |    136 |            26.99 | PG-13  | Trailers,Commentaries                                  | 2006-02-15 05:03:42 |     716 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     722 | REEF SALUTE                 | A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon                                       |         2006 |           1 |                 NULL |               5 |        0.99 |    123 |            26.99 | NC-17  | Behind the Scenes                                      | 2006-02-15 05:03:42 |     722 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     737 | ROCK INSTINCT               | A Astounding Character Study of a Robot And a Moose who must Overcome a Astronaut in Ancient India                             |         2006 |           1 |                 NULL |               4 |        0.99 |    102 |            28.99 | G      | Trailers,Commentaries,Deleted Scenes,Behind the Scenes | 2006-02-15 05:03:42 |     737 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     740 | ROLLERCOASTER BRINGING      | A Beautiful Drama of a Robot And a Lumberjack who must Discover a Technical Writer in A Shark Tank                             |         2006 |           1 |                 NULL |               5 |        2.99 |    153 |            13.99 | PG-13  | Trailers,Commentaries,Deleted Scenes                   | 2006-02-15 05:03:42 |     740 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     749 | RULES HUMAN                 | A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House                          |         2006 |           1 |                 NULL |               6 |        4.99 |    153 |            19.99 | R      | Deleted Scenes,Behind the Scenes                       | 2006-02-15 05:03:42 |     749 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     799 | SIMON NORTH                 | A Thrilling Documentary of a Technical Writer And a A Shark who must Face a Pioneer in A Shark Tank                            |         2006 |           1 |                 NULL |               3 |        0.99 |     51 |            26.99 | NC-17  | Trailers,Commentaries                                  | 2006-02-15 05:03:42 |     799 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     800 | SINNERS ATLANTIS            | A Epic Display of a Dog And a Boat who must Succumb a Mad Scientist in An Abandoned Mine Shaft                                 |         2006 |           1 |                 NULL |               7 |        2.99 |    126 |            19.99 | PG-13  | Trailers,Commentaries,Deleted Scenes                   | 2006-02-15 05:03:42 |     800 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     804 | SLEEPING SUSPECTS           | A Stunning Reflection of a Sumo Wrestler And a Explorer who must Sink a Frisbee in A MySQL Convention                          |         2006 |           1 |                 NULL |               7 |        4.99 |    129 |            13.99 | PG-13  | Trailers,Commentaries                                  | 2006-02-15 05:03:42 |     804 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     830 | SPIRIT FLINTSTONES          | A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan                                              |         2006 |           1 |                 NULL |               7 |        0.99 |    149 |            23.99 | R      | Commentaries,Deleted Scenes                            | 2006-02-15 05:03:42 |     830 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     854 | STRANGERS GRAFFITI          | A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico                              |         2006 |           1 |                 NULL |               4 |        4.99 |    119 |            22.99 | R      | Trailers,Behind the Scenes                             | 2006-02-15 05:03:42 |     854 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     856 | STREETCAR INTENTIONS        | A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico                      |         2006 |           1 |                 NULL |               5 |        4.99 |     73 |            11.99 | R      | Commentaries                                           | 2006-02-15 05:03:42 |     856 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     870 | SWARM GOLD                  | A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention                         |         2006 |           1 |                 NULL |               4 |        0.99 |    123 |            12.99 | PG-13  | Trailers,Commentaries                                  | 2006-02-15 05:03:42 |     870 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     876 | TARZAN VIDEOTAPE            | A Fast-Paced Display of a Lumberjack And a Mad Scientist who must Succumb a Sumo Wrestler in The Sahara Desert                 |         2006 |           1 |                 NULL |               3 |        2.99 |     91 |            11.99 | PG-13  | Trailers                                               | 2006-02-15 05:03:42 |     876 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     881 | TEMPLE ATTRACTION           | A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia                      |         2006 |           1 |                 NULL |               5 |        4.99 |     71 |            13.99 | PG     | Commentaries,Deleted Scenes                            | 2006-02-15 05:03:42 |     881 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     885 | TEXAS WATCH                 | A Awe-Inspiring Yarn of a Student And a Teacher who must Fight a Teacher in An Abandoned Amusement Park                        |         2006 |           1 |                 NULL |               7 |        0.99 |    179 |            22.99 | NC-17  | Trailers                                               | 2006-02-15 05:03:42 |     885 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     904 | TRAIN BUNCH                 | A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India                                     |         2006 |           1 |                 NULL |               3 |        4.99 |     71 |            26.99 | R      | Trailers,Deleted Scenes                                | 2006-02-15 05:03:42 |     904 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     909 | TREASURE COMMAND            | A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California                                               |         2006 |           1 |                 NULL |               3 |        0.99 |    102 |            28.99 | PG-13  | Trailers,Commentaries,Deleted Scenes,Behind the Scenes | 2006-02-15 05:03:42 |     909 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     922 | UNDEFEATED DALMATIONS       | A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park                 |         2006 |           1 |                 NULL |               7 |        4.99 |    107 |            22.99 | PG-13  | Commentaries                                           | 2006-02-15 05:03:42 |     922 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     965 | WATERSHIP FRONTIER          | A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia                                             |         2006 |           1 |                 NULL |               6 |        0.99 |    112 |            28.99 | G      | Commentaries                                           | 2006-02-15 05:03:42 |     965 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     990 | WORLD LEATHERNECKS          | A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park                     |         2006 |           1 |                 NULL |               3 |        0.99 |    171 |            13.99 | PG-13  | Trailers,Behind the Scenes                             | 2006-02-15 05:03:42 |     990 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     995 | YENTL IDAHO                 | A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin                                              |         2006 |           1 |                 NULL |               5 |        4.99 |     86 |            11.99 | R      | Trailers,Commentaries,Deleted Scenes                   | 2006-02-15 05:03:42 |     995 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
|     998 | ZHIVAGO CORE                | A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies                                             |         2006 |           1 |                 NULL |               6 |        0.99 |    105 |            10.99 | NC-17  | Deleted Scenes                                         | 2006-02-15 05:03:42 |     998 |          11 | 2006-02-15 05:07:09 |          11 | Horror | 2006-02-15 04:46:27 |
+---------+-----------------------------+--------------------------------------------------------------------------------------------------------------------------------+--------------+-------------+----------------------+-----------------+-------------+--------+------------------+--------+--------------------------------------------------------+---------------------+---------+-------------+---------------------+-------------+--------+---------------------+
56 rows in set (0.00 sec)
